Quarter,Net Energy Generation in thousands of Kilowatt Hours,State
Q1 2002,47882.431,PA
Q4 2001,47678.006,PA
Q3 2001,51480.157,PA
Q2 2001,46660.273,PA
Q1 2001,50758.154,PA
Q4 2019,17602.8194,NJ
Q3 2019,20490.27359,NJ
Q2 2019,16018.58524,NJ
Q1 2019,17118.23234,NJ
Q4 2018,16594.77168,NJ
Q3 2018,22616.99397,NJ
Q2 2018,17913.09451,NJ
Q1 2018,17908.73988,NJ
Q4 2017,17488.54162,NJ
Q3 2017,21474.16273,NJ
Q2 2017,17901.55525,NJ
Q1 2017,18780.25292,NJ
Q4 2016,18188.14422,NJ
Q3 2016,22049.2741,NJ
Q2 2016,18197.99135,NJ
Q1 2016,19175.99344,NJ
Q4 2015,18107.56181,NJ
Q3 2015,21244.25291,NJ
Q2 2015,17380.15863,NJ
Q1 2015,17876.8864,NJ
Q4 2014,17120.78369,NJ
Q3 2014,18885.15775,NJ
Q2 2014,14645.38634,NJ
Q1 2014,17399.75807,NJ
Q4 2013,14907.11333,NJ
Q3 2013,18709.94498,NJ
Q2 2013,15382.47051,NJ
Q1 2013,15751.4129,NJ
Q4 2012,13012.25342,NJ
Q3 2012,19954.17893,NJ
Q2 2012,16658.9708,NJ
Q1 2012,15638.0048,NJ
Q4 2011,15353.49042,NJ
Q3 2011,17827.17479,NJ
Q2 2011,15664.40877,NJ
Q1 2011,15849.022,NJ
Q4 2010,14672.7566,NJ
Q3 2010,18870.74593,NJ
Q2 2010,16265.34114,NJ
Q1 2010,15873.64997,NJ
Q4 2009,15405.43523,NJ
Q3 2009,17533.90176,NJ
Q2 2009,13913.47139,NJ
Q1 2009,14958.43066,NJ
Q4 2008,13800.15345,NJ
Q3 2008,18934.41188,NJ
Q2 2008,15232.49649,NJ
Q1 2008,15707.72719,NJ
Q4 2007,15269.3054,NJ
Q3 2007,18833.36046,NJ
Q2 2007,14145.09412,NJ
Q1 2007,14423.485,NJ
Q4 2006,13830.25416,NJ
Q3 2006,18050.72377,NJ
Q2 2006,14353.47708,NJ
Q1 2006,14465.6836,NJ
Q4 2005,14673.69391,NJ
Q3 2005,18781.67436,NJ
Q2 2005,13184.35421,NJ
Q1 2005,13909.86049,NJ
Q4 2004,12169.00079,NJ
Q3 2004,16682.92466,NJ
Q2 2004,12966.99617,NJ
Q1 2004,14063.42004,NJ
Q4 2003,12679.561,NJ
Q3 2003,16012.323,NJ
Q2 2003,13232.918,NJ
Q1 2003,15474.549,NJ
Q4 2002,14448.512,NJ
Q3 2002,18841.112,NJ
Q2 2002,13834.627,NJ
Q1 2002,14445.135,NJ
Q4 2001,13687.88,NJ
Q3 2001,17061.454,NJ
Q2 2001,13713.258,NJ
Q1 2001,14958.668,NJ
Q4 2019,26.67079,DC
Q3 2019,20.61934,DC
Q2 2019,23.00688,DC
Q1 2019,25.06671,DC
Q4 2018,16.233,DC
Q3 2018,19.809,DC
Q2 2018,19.91509,DC
Q1 2018,23.374,DC
Q4 2017,14.879,DC
Q3 2017,13.478,DC
Q2 2017,14.406,DC
Q1 2017,24.108,DC
Q4 2016,18.18226,DC
Q3 2016,20.10995,DC
Q2 2016,19.64103,DC
Q1 2016,18.54078,DC
Q4 2015,19.51981,DC
Q3 2015,19.6213,DC
Q2 2015,9.64612,DC
Q1 2015,4.96278,DC
Q4 2014,15.68015,DC
Q3 2014,20.5008,DC
Q2 2014,17.34472,DC
Q1 2014,14.08649,DC
Q4 2013,15.19844,DC
Q3 2013,19.15731,DC
Q2 2013,16.29424,DC
Q1 2013,15.2021,DC
Q4 2012,13.81026,DC
Q3 2012,18.66439,DC
Q2 2012,24.73437,DC
Q1 2012,14.57776,DC
Q4 2011,16.70424,DC
Q3 2011,122.31062,DC
Q2 2011,45.9231,DC
Q1 2011,15.936,DC
Q4 2010,8.746,DC
Q3 2010,89.635,DC
Q2 2010,99.151,DC
Q1 2010,2.326,DC
Q4 2009,0.406,DC
Q3 2009,17.734,DC
Q2 2009,8.681,DC
Q1 2009,8.678,DC
Q4 2008,2.741,DC
Q3 2008,14.8,DC
Q2 2008,50.119,DC
Q1 2008,4.656,DC
Q4 2007,2.408,DC
Q3 2007,57.409,DC
Q2 2007,13.509,DC
Q1 2007,1.925,DC
Q4 2006,2.584,DC
Q3 2006,69.787,DC
Q2 2006,5.599,DC
Q1 2006,3.497,DC
Q4 2005,13.96,DC
Q3 2005,169.741,DC
Q2 2005,41.127,DC
Q1 2005,1.214,DC
Q4 2004,2.738,DC
Q3 2004,7.286,DC
Q2 2004,8.265,DC
Q1 2004,18.198,DC
Q4 2003,-2.063,DC
Q3 2003,34.709,DC
Q2 2003,5.93,DC
Q1 2003,35.568,DC
Q4 2002,3.445,DC
Q3 2002,190.23,DC
Q2 2002,53.21,DC
Q1 2002,15.095,DC
Q4 2001,35.119,DC
Q3 2001,71.694,DC
Q2 2001,7.175,DC
Q1 2001,9.251,DC
Q4 2019,27407.63984,MI
Q3 2019,32377.24196,MI
Q2 2019,27213.37354,MI
Q1 2019,29659.20324,MI
Q4 2018,25220.60831,MI
Q3 2018,32013.00147,MI
Q2 2018,28257.55749,MI
Q1 2018,30345.92754,MI
Q4 2017,26855.52564,MI
Q3 2017,29190.44397,MI
Q2 2017,28478.20863,MI
Q1 2017,27789.32234,MI
Q4 2016,24904.17619,MI
Q3 2016,30575.49011,MI
Q2 2016,27456.52275,MI
Q1 2016,29185.60098,MI
Q4 2015,26858.7953,MI
Q3 2015,29265.08302,MI
Q2 2015,27388.06744,MI
Q1 2015,29496.10439,MI
Q4 2014,25791.59232,MI
Q3 2014,28150.18991,MI
Q2 2014,25886.17874,MI
Q1 2014,26989.03004,MI
Q4 2013,26905.24481,MI
Q3 2013,27912.7191,MI
Q2 2013,24181.23817,MI
Q1 2013,26418.59848,MI
Q4 2012,24452.53584,MI
Q3 2012,29582.47097,MI
Q2 2012,26857.2211,MI
Q1 2012,27265.82177,MI
Q4 2011,25693.07357,MI
Q3 2011,30111.01115,MI
Q2 2011,27403.2679,MI
Q1 2011,25962.15426,MI
Q4 2010,24165.28758,MI
Q3 2010,32548.96543,MI
Q2 2010,27747.45892,MI
Q1 2010,27089.65935,MI
Q4 2009,25257.75222,MI
Q3 2009,27430.43207,MI
Q2 2009,22716.27174,MI
Q1 2009,25798.14913,MI
Q4 2008,26114.27315,MI
Q3 2008,30253.23731,MI
Q2 2008,28382.50281,MI
Q1 2008,30239.79253,MI
Q4 2007,28026.2053,MI
Q3 2007,31937.50182,MI
Q2 2007,29598.25299,MI
Q1 2007,29747.97608,MI
Q4 2006,27486.25186,MI
Q3 2006,31242.19653,MI
Q2 2006,25666.9356,MI
Q1 2006,28161.35451,MI
Q4 2005,29780.94369,MI
Q3 2005,33738.81759,MI
Q2 2005,29247.43547,MI
Q1 2005,28852.57444,MI
Q4 2004,28823.41649,MI
Q3 2004,30553.27038,MI
Q2 2004,28877.79642,MI
Q1 2004,30232.78612,MI
Q4 2003,27986.141,MI
Q3 2003,30374.745,MI
Q2 2003,24642.289,MI
Q1 2003,28343.885,MI
Q4 2002,29242.932,MI
Q3 2002,34045.112,MI
Q2 2002,27669.078,MI
Q1 2002,26931.966,MI
Q4 2001,26563.025,MI
Q3 2001,29178.441,MI
Q2 2001,27369.748,MI
Q1 2001,28734.398,MI
Q4 2019,15234.73792,IA
Q3 2019,16680.06153,IA
Q2 2019,14566.30632,IA
Q1 2019,16787.15593,IA
Q4 2018,16521.6649,IA
Q3 2018,15878.8052,IA
Q2 2018,15722.09141,IA
Q1 2018,15258.00725,IA
Q4 2017,14732.08886,IA
Q3 2017,14716.75105,IA
Q2 2017,14761.09357,IA
Q1 2017,13699.63266,IA
Q4 2016,13947.34804,IA
Q3 2016,14670.56872,IA
Q2 2016,12017.6507,IA
Q1 2016,13756.93905,IA
Q4 2015,12879.64867,IA
Q3 2015,14497.21929,IA
Q2 2015,13355.25656,IA
Q1 2015,15926.79395,IA
Q4 2014,14538.40371,IA
Q3 2014,13941.27977,IA
Q2 2014,12763.51885,IA
Q1 2014,15610.08015,IA
Q4 2013,13663.84458,IA
Q3 2013,14728.6861,IA
Q2 2013,13640.6112,IA
Q1 2013,14637.61506,IA
Q4 2012,14001.48082,IA
Q3 2012,15013.5603,IA
Q2 2012,13275.46196,IA
Q1 2012,14384.90248,IA
Q4 2011,13879.76598,IA
Q3 2011,14935.96464,IA
Q2 2011,13884.33276,IA
Q1 2011,13671.84926,IA
Q4 2010,14081.49717,IA
Q3 2010,15275.77673,IA
Q2 2010,13559.85936,IA
Q1 2010,14591.58754,IA
Q4 2009,13623.34781,IA
Q3 2009,13144.48117,IA
Q2 2009,11836.43653,IA
Q1 2009,13255.79763,IA
Q4 2008,14140.67156,IA
Q3 2008,13239.56108,IA
Q2 2008,12248.92786,IA
Q1 2008,13457.62586,IA
Q4 2007,12808.55198,IA
Q3 2007,13742.37889,IA
Q2 2007,11436.2555,IA
Q1 2007,11802.0306,IA
Q4 2006,11949.96398,IA
Q3 2006,11516.87211,IA
Q2 2006,11015.71028,IA
Q1 2006,11000.91602,IA
Q4 2005,10995.71772,IA
Q3 2005,12124.51086,IA
Q2 2005,10524.0931,IA
Q1 2005,10511.83825,IA
Q4 2004,11050.55403,IA
Q3 2004,11390.27723,IA
Q2 2004,9672.87216,IA
Q1 2004,11134.48558,IA
Q4 2003,10274.483,IA
Q3 2003,11307.243,IA
Q2 2003,9842.649,IA
Q1 2003,10691.82,IA
Q4 2002,10750.925,IA
Q3 2002,11202.024,IA
Q2 2002,9993.146,IA
Q1 2002,10582.291,IA
Q4 2001,9931.204,IA
Q3 2001,11059.671,IA
Q2 2001,9086.333,IA
Q1 2001,10581.304,IA
Q4 2019,14212.13297,CO
Q3 2019,15232.2476,CO
Q2 2019,12612.71185,CO
Q1 2019,14133.91585,CO
Q4 2018,13833.22693,CO
Q3 2018,15236.00505,CO
Q2 2018,13058.33018,CO
Q1 2018,13258.71642,CO
Q4 2017,13234.96934,CO
Q3 2017,14450.5766,CO
Q2 2017,12832.08484,CO
Q1 2017,13326.37078,CO
Q4 2016,13325.05972,CO
Q3 2016,14657.5345,CO
Q2 2016,13079.11057,CO
Q1 2016,13356.77521,CO
Q4 2015,13111.21372,CO
Q3 2015,14123.9436,CO
Q2 2015,12130.97837,CO
Q1 2015,13026.94178,CO
Q4 2014,12952.74882,CO
Q3 2014,14255.72822,CO
Q2 2014,12838.53203,CO
Q1 2014,13800.37684,CO
Q4 2013,12857.48881,CO
Q3 2013,14037.07779,CO
Q2 2013,12742.20314,CO
Q1 2013,13300.66618,CO
Q4 2012,12808.02442,CO
Q3 2012,14501.45602,CO
Q2 2012,12522.39701,CO
Q1 2012,12724.82365,CO
Q4 2011,12676.10446,CO
Q3 2011,13932.58158,CO
Q2 2011,11587.89424,CO
Q1 2011,13235.97401,CO
Q4 2010,12380.99837,CO
Q3 2010,14145.08429,CO
Q2 2010,11451.42038,CO
Q1 2010,12743.28873,CO
Q4 2009,12763.34445,CO
Q3 2009,13457.84958,CO
Q2 2009,11529.36492,CO
Q1 2009,12815.3926,CO
