Quarter,Net Energy Generation in thousands of Kilowatt Hours,State
Q3 2009,49832.89474,IL
Q2 2009,46560.18424,IL
Q1 2009,48448.26306,IL
Q4 2008,49925.22705,IL
Q3 2008,52972.69484,IL
Q2 2008,47222.722,IL
Q1 2008,49354.53369,IL
Q4 2007,48607.13239,IL
Q3 2007,54221.85724,IL
Q2 2007,46341.59918,IL
Q1 2007,51090.09239,IL
Q4 2006,48557.68669,IL
Q3 2006,52598.82848,IL
Q2 2006,44993.46403,IL
Q1 2006,46276.97884,IL
Q4 2005,48492.40797,IL
Q3 2005,53250.33755,IL
Q2 2005,46249.32317,IL
Q1 2005,46128.07715,IL
Q4 2004,47470.98735,IL
Q3 2004,50652.63919,IL
Q2 2004,46446.95634,IL
Q1 2004,47387.19562,IL
Q4 2003,45509.743,IL
Q3 2003,51875.298,IL
Q2 2003,43584.194,IL
Q1 2003,48086.025,IL
Q4 2002,45781.924,IL
Q3 2002,54123.767,IL
Q2 2002,44970.914,IL
Q1 2002,43177.849,IL
Q4 2001,42772.258,IL
Q3 2001,48306.161,IL
Q2 2001,43335.611,IL
Q1 2001,44835.252,IL
Q4 2019,1869.66743,RI
Q3 2019,2397.84094,RI
Q2 2019,1911.69049,RI
Q1 2019,1585.4222,RI
Q4 2018,2084.5516,RI
Q3 2018,3013.14307,RI
Q2 2018,1873.9505,RI
Q1 2018,1403.61175,RI
Q4 2017,2088.5184,RI
Q3 2017,2402.39171,RI
Q2 2017,1920.66942,RI
Q1 2017,1203.3615,RI
Q4 2016,1290.11112,RI
Q3 2016,2210.08082,RI
Q2 2016,1729.33992,RI
Q1 2016,1335.35323,RI
Q4 2015,1460.15407,RI
Q3 2015,2373.35173,RI
Q2 2015,1955.30453,RI
Q1 2015,1150.2086,RI
Q4 2014,1352.83668,RI
Q3 2014,2290.38868,RI
Q2 2014,1654.27381,RI
Q1 2014,984.24906,RI
Q4 2013,1263.62892,RI
Q3 2013,2194.53947,RI
Q2 2013,1887.0967,RI
Q1 2013,901.54163,RI
Q4 2012,1710.42683,RI
Q3 2012,2555.6746,RI
Q2 2012,2055.6022,RI
Q1 2012,1987.33222,RI
Q4 2011,2262.02797,RI
Q3 2011,2523.85696,RI
Q2 2011,1947.32272,RI
Q1 2011,1989.06491,RI
Q4 2010,1801.45019,RI
Q3 2010,2374.93854,RI
Q2 2010,1872.29194,RI
Q1 2010,1690.03834,RI
Q4 2009,1857.08639,RI
Q3 2009,2335.47553,RI
Q2 2009,1627.30171,RI
Q1 2009,1876.96083,RI
Q4 2008,1752.01698,RI
Q3 2008,2093.97085,RI
Q2 2008,1863.56637,RI
Q1 2008,1677.71159,RI
Q4 2007,1821.69658,RI
Q3 2007,2366.06139,RI
Q2 2007,1402.63684,RI
Q1 2007,1459.44914,RI
Q4 2006,1579.50742,RI
Q3 2006,1954.68957,RI
Q2 2006,1255.21216,RI
Q1 2006,1178.3154,RI
Q4 2005,1414.0309,RI
Q3 2005,1833.75199,RI
Q2 2005,1653.14736,RI
Q1 2005,1152.36383,RI
Q4 2004,1189.972,RI
Q3 2004,1335.62202,RI
Q2 2004,1351.6142,RI
Q1 2004,1062.21152,RI
Q4 2003,1344.29,RI
Q3 2003,1710.911,RI
Q2 2003,962.619,RI
Q1 2003,1603.324,RI
Q4 2002,2001.957,RI
Q3 2002,1744.984,RI
Q2 2002,1492.714,RI
Q1 2002,1817.109,RI
Q4 2001,2067.342,RI
Q3 2001,2247.811,RI
Q2 2001,1729.845,RI
Q1 2001,1456.894,RI
Q4 2019,14110.23174,WV
Q3 2019,18468.77686,WV
Q2 2019,15171.34423,WV
Q1 2019,16223.31718,WV
Q4 2018,14611.04337,WV
Q3 2018,19417.27322,WV
Q2 2018,16104.1418,WV
Q1 2018,17116.56639,WV
Q4 2017,17140.61992,WV
Q3 2017,20287.60237,WV
Q2 2017,17711.65915,WV
Q1 2017,18217.19873,WV
Q4 2016,18200.62005,WV
Q3 2016,20936.56215,WV
Q2 2016,17607.39396,WV
Q1 2016,19198.39141,WV
Q4 2015,14855.95393,WV
Q3 2015,19736.36342,WV
Q2 2015,15841.05582,WV
Q1 2015,21861.89573,WV
Q4 2014,19273.34277,WV
Q3 2014,20414.78969,WV
Q2 2014,18108.55098,WV
Q1 2014,23262.89324,WV
Q4 2013,19722.21726,WV
Q3 2013,19815.22136,WV
Q2 2013,16120.33162,WV
Q1 2013,20205.2964,WV
Q4 2012,19675.04249,WV
Q3 2012,20337.27999,WV
Q2 2012,16630.09872,WV
Q1 2012,16770.9835,WV
Q4 2011,16733.92972,WV
Q3 2011,22702.26876,WV
Q2 2011,19251.31151,WV
Q1 2011,20312.11358,WV
Q4 2010,17193.86882,WV
Q3 2010,20878.6211,WV
Q2 2010,20523.85465,WV
Q1 2010,22192.60267,WV
Q4 2009,17753.29464,WV
Q3 2009,16683.7383,WV
Q2 2009,16730.77324,WV
Q1 2009,19614.70813,WV
Q4 2008,20042.01483,WV
Q3 2008,23534.92836,WV
Q2 2008,21951.05801,WV
Q1 2008,25595.09542,WV
Q4 2007,22686.75991,WV
Q3 2007,25281.85753,WV
Q2 2007,22396.17741,WV
Q1 2007,23568.31425,WV
Q4 2006,21357.50398,WV
Q3 2006,25290.45116,WV
Q2 2006,22250.4775,WV
Q1 2006,24917.37158,WV
Q4 2005,23202.69989,WV
Q3 2005,25836.07223,WV
Q2 2005,21364.50777,WV
Q1 2005,23223.00542,WV
Q4 2004,21628.25943,WV
Q3 2004,23757.65267,WV
Q2 2004,20120.80524,WV
Q1 2004,24242.84436,WV
Q4 2003,22934.787,WV
Q3 2003,24004.414,WV
Q2 2003,23131.722,WV
Q1 2003,24640.63,WV
Q4 2002,24423.608,WV
Q3 2002,24027.149,WV
Q2 2002,22274.584,WV
Q1 2002,24036.411,WV
Q4 2001,16404.999,WV
Q3 2001,22060.499,WV
Q2 2001,20296.423,WV
Q1 2001,23074.804,WV
Q4 2019,15805.62613,KY
Q3 2019,20773.80794,KY
Q2 2019,15937.75686,KY
Q1 2019,18610.88869,KY
Q4 2018,19142.76671,KY
Q3 2018,22697.69105,KY
Q2 2018,18708.8549,KY
Q1 2018,18255.18393,KY
Q4 2017,16766.01334,KY
Q3 2017,20255.16353,KY
Q2 2017,18143.4964,KY
Q1 2017,18014.52243,KY
Q4 2016,18815.59685,KY
Q3 2016,23237.72874,KY
Q2 2016,18009.73282,KY
Q1 2016,20210.44268,KY
Q4 2015,17405.60285,KY
Q3 2015,22395.94451,KY
Q2 2015,20286.34346,KY
Q1 2015,23455.77978,KY
Q4 2014,21796.53455,KY
Q3 2014,23286.31488,KY
Q2 2014,20508.63864,KY
Q1 2014,25304.94698,KY
Q4 2013,21631.03757,KY
Q3 2013,23411.50291,KY
Q2 2013,20202.28071,KY
Q1 2013,24496.20004,KY
Q4 2012,22169.97979,KY
Q3 2012,24160.69704,KY
Q2 2012,21580.54737,KY
Q1 2012,22038.4645,KY
Q4 2011,23172.86753,KY
Q3 2011,26349.91846,KY
Q2 2011,23288.10708,KY
Q1 2011,25540.08912,KY
Q4 2010,23760.7138,KY
Q3 2010,26369.70245,KY
Q2 2010,22548.39277,KY
Q1 2010,25538.84918,KY
Q4 2009,21932.26481,KY
Q3 2009,23267.36487,KY
Q2 2009,21926.9508,KY
Q1 2009,23503.84613,KY
Q4 2008,24274.22224,KY
Q3 2008,25695.8354,KY
Q2 2008,22005.36686,KY
Q1 2008,25887.91576,KY
Q4 2007,23321.65994,KY
Q3 2007,26539.02032,KY
Q2 2007,21907.86033,KY
Q1 2007,25456.77881,KY
Q4 2006,24632.35337,KY
Q3 2006,26277.65427,KY
Q2 2006,23159.24748,KY
Q1 2006,24722.75907,KY
Q4 2005,23934.63158,KY
Q3 2005,26596.69314,KY
Q2 2005,23661.55373,KY
Q1 2005,23629.5407,KY
Q4 2004,22636.16082,KY
Q3 2004,24354.11537,KY
Q2 2004,22670.83595,KY
Q1 2004,24868.83502,KY
Q4 2003,22187.276,KY
Q3 2003,24241.007,KY
Q2 2003,21804.511,KY
Q1 2003,23486.025,KY
Q4 2002,20478.666,KY
Q3 2002,24868.622,KY
Q2 2002,23200.008,KY
Q1 2002,23559.372,KY
Q4 2001,22219.783,KY
Q3 2001,26270.264,KY
Q2 2001,23074.007,KY
Q1 2001,23853.571,KY
Q4 2019,30311.07935,GA
Q3 2019,37765.56794,GA
Q2 2019,33042.44449,GA
Q1 2019,26644.90157,GA
Q4 2018,31866.32268,GA
Q3 2018,36087.20178,GA
Q2 2018,30795.09151,GA
Q1 2018,30490.75529,GA
Q4 2017,30667.58425,GA
Q3 2017,36120.28839,GA
Q2 2017,32312.76394,GA
Q1 2017,28354.67747,GA
Q4 2016,29928.95506,GA
Q3 2016,39432.29452,GA
Q2 2016,33697.03146,GA
Q1 2016,30322.13464,GA
Q4 2015,27655.19109,GA
Q3 2015,37091.28383,GA
Q2 2015,33148.48365,GA
Q1 2015,30922.93905,GA
Q4 2014,28332.24935,GA
Q3 2014,35351.55076,GA
Q2 2014,31467.75403,GA
Q1 2014,30685.66939,GA
Q4 2013,29040.33935,GA
Q3 2013,34900.23427,GA
Q2 2013,29645.29756,GA
Q1 2013,27367.86313,GA
Q4 2012,27696.49986,GA
Q3 2012,35953.05523,GA
Q2 2012,32525.99825,GA
Q1 2012,26130.81053,GA
Q4 2011,25930.11664,GA
Q3 2011,36392.55554,GA
Q2 2011,33320.34704,GA
Q1 2011,29106.32193,GA
Q4 2010,31021.03499,GA
Q3 2010,40430.29545,GA
Q2 2010,34513.71768,GA
Q1 2010,31611.89314,GA
Q4 2009,30352.62262,GA
Q3 2009,37311.04918,GA
Q2 2009,31262.98653,GA
Q1 2009,29771.71812,GA
Q4 2008,31009.80852,GA
Q3 2008,38112.74034,GA
Q2 2008,34531.10935,GA
Q1 2008,32519.73715,GA
Q4 2007,34658.63834,GA
Q3 2007,42325.86966,GA
Q2 2007,35778.4898,GA
Q1 2007,32392.16059,GA
Q4 2006,31679.08567,GA
Q3 2006,40620.73727,GA
Q2 2006,35182.27868,GA
Q1 2006,30528.10625,GA
Q4 2005,32385.19294,GA
Q3 2005,41228.87381,GA
Q2 2005,33754.80944,GA
Q1 2005,29299.01577,GA
Q4 2004,29080.61097,GA
Q3 2004,35036.48056,GA
Q2 2004,32709.61907,GA
Q1 2004,29986.00416,GA
Q4 2003,28852.66,GA
Q3 2003,35169.731,GA
Q2 2003,30766.579,GA
Q1 2003,29287.863,GA
Q4 2002,28866.669,GA
Q3 2002,37378.739,GA
Q2 2002,32257.178,GA
Q1 2002,28009.629,GA
Q4 2001,25771.345,GA
Q3 2001,33403.848,GA
Q2 2001,29881.47,GA
Q1 2001,29260.125,GA
Q4 2019,9000.46222,MD
Q3 2019,11298.23936,MD
Q2 2019,9499.97264,MD
Q1 2019,9874.45478,MD
Q4 2018,10409.55014,MD
Q3 2018,12008.95715,MD
Q2 2018,11220.5079,MD
Q1 2018,10170.63323,MD
Q4 2017,8705.92801,MD
Q3 2017,9794.22093,MD
Q2 2017,8297.14321,MD
Q1 2017,7306.78788,MD
Q4 2016,7944.63,MD
Q3 2016,12187.65934,MD
Q2 2016,8459.05919,MD
Q1 2016,8575.33872,MD
Q4 2015,7432.34892,MD
Q3 2015,10051.36894,MD
Q2 2015,9617.39968,MD
Q1 2015,9264.4263,MD
Q4 2014,8103.02981,MD
Q3 2014,9047.60103,MD
Q2 2014,9585.14187,MD
Q1 2014,11097.87973,MD
Q4 2013,9245.09551,MD
Q3 2013,9839.08712,MD
Q2 2013,8535.75947,MD
Q1 2013,8230.87023,MD
Q4 2012,9891.75755,MD
Q3 2012,11179.17723,MD
Q2 2012,9993.36885,MD
Q1 2012,6745.43993,MD
Q4 2011,9311.85711,MD
Q3 2011,11549.87382,MD
Q2 2011,10665.84027,MD
Q1 2011,10290.49698,MD
Q4 2010,10011.96938,MD
Q3 2010,12725.9841,MD
Q2 2010,10354.03231,MD
Q1 2010,10515.27813,MD
Q4 2009,10123.05404,MD
Q3 2009,11052.4347,MD
Q2 2009,10841.73824,MD
Q1 2009,11757.60501,MD
Q4 2008,10997.56324,MD
Q3 2008,12695.92093,MD
Q2 2008,10905.23739,MD
Q1 2008,12762.23136,MD
Q4 2007,12165.68156,MD
Q3 2007,13569.44586,MD
Q2 2007,11739.10547,MD
Q1 2007,12723.69093,MD
Q4 2006,11744.36462,MD
Q3 2006,13936.61465,MD
Q2 2006,11034.9718,MD
Q1 2006,12240.92858,MD
Q4 2005,13203.62913,MD
Q3 2005,15167.19705,MD
Q2 2005,11631.6809,MD
Q1 2005,12659.09294,MD
Q4 2004,11813.66316,MD
Q3 2004,13727.21146,MD
Q2 2004,12360.56278,MD
Q1 2004,14151.33245,MD
Q4 2003,12928.087,MD
Q3 2003,14317.964,MD
Q2 2003,11273.72,MD
Q1 2003,13724.466,MD
Q4 2002,12312.463,MD
Q3 2002,14438.595,MD
Q2 2002,11168.295,MD
Q1 2002,10359.732,MD
Q4 2001,11466.094,MD
Q3 2001,13848.288,MD
Q2 2001,11366.215,MD
Q1 2001,12381.745,MD
Q4 2019,9280.97525,NV
Q3 2019,12372.7019,NV
Q2 2019,9204.62112,NV
Q1 2019,8932.09439,NV
Q4 2018,8816.05229,NV
Q3 2018,12937.86606,NV
Q2 2018,9648.48854,NV
Q1 2018,8237.83452,NV
Q4 2017,8943.77381,NV
Q3 2017,11884.84578,NV
Q2 2017,9089.18988,NV
Q1 2017,8283.4849,NV
Q4 2016,8930.59012,NV
Q3 2016,11732.78785,NV
Q2 2016,10016.28809,NV
Q1 2016,9107.33894,NV
Q4 2015,9660.82508,NV
Q3 2015,11669.72173,NV
Q2 2015,9665.03906,NV
Q1 2015,8051.19787,NV
Q4 2014,8557.16053,NV
Q3 2014,11059.23793,NV
Q2 2014,8612.84797,NV
Q1 2014,7771.29058,NV
Q4 2013,8391.69109,NV
Q3 2013,10766.2641,NV
Q2 2013,8710.04263,NV
Q1 2013,8575.87578,NV
Q4 2012,8853.31041,NV
Q3 2012,11320.76022,NV
Q2 2012,8050.39659,NV
Q1 2012,6948.796,NV
Q4 2011,7655.28076,NV
Q3 2011,10250.97687,NV
Q2 2011,7273.34762,NV
Q1 2011,6756.31266,NV
Q4 2010,7484.46925,NV
Q3 2010,10468.84146,NV
Q2 2010,8487.62844,NV
Q1 2010,8705.30855,NV
Q4 2009,8847.74797,NV
Q3 2009,10886.50403,NV
Q2 2009,8910.93202,NV
Q1 2009,9059.94874,NV
Q4 2008,8848.08664,NV
Q3 2008,10766.04371,NV
Q2 2008,7909.16246,NV
Q1 2008,7566.68076,NV
Q4 2007,6922.85337,NV
Q3 2007,9858.92193,NV
Q2 2007,7789.47791,NV
Q1 2007,8098.48269,NV
Q4 2006,7637.4614,NV
Q3 2006,9953.94295,NV
Q2 2006,7385.29547,NV
Q1 2006,6883.32199,NV
Q4 2005,10285.98239,NV
Q3 2005,11730.95421,NV
Q2 2005,8795.53149,NV
Q1 2005,9401.28376,NV
Q4 2004,9966.28214,NV
Q3 2004,11238.33855,NV
Q2 2004,8358.41254,NV
Q1 2004,8104.4018,NV
Q4 2003,8870.471,NV
Q3 2003,9574.272,NV
Q2 2003,6946.477,NV
Q1 2003,7803.667,NV
Q4 2002,7995.149,NV
Q3 2002,8857.839,NV
Q2 2002,7377.772,NV
Q1 2002,7858.178,NV
Q4 2001,8113.2,NV
Q3 2001,9054.11,NV
Q2 2001,7733.903,NV
Q1 2001,8974.753,NV
Q4 2019,57633.70202,FL
Q3 2019,72065.19315,FL
Q2 2019,63012.22909,FL
Q1 2019,52484.22834,FL
Q4 2018,58042.62383,FL
Q3 2018,71339.55316,FL
Q2 2018,61289.19806,FL
Q1 2018,53580.66012,FL
Q4 2017,55706.41804,FL
Q3 2017,69279.5426,FL
Q2 2017,61757.76926,FL
Q1 2017,51669.70677,FL
Q4 2016,53541.14169,FL
Q3 2016,70810.13993,FL
Q2 2016,61668.73481,FL
Q1 2016,52242.1334,FL
Q4 2015,55596.80668,FL
Q3 2015,66841.19984,FL
Q2 2015,61915.00531,FL
Q1 2015,53059.62134,FL
Q4 2014,52967.68843,FL
Q3 2014,66098.03047,FL
Q2 2014,59084.45336,FL
Q1 2014,51865.76505,FL
Q4 2013,52745.45716,FL
Q3 2013,64473.28545,FL
Q2 2013,57238.17755,FL
Q1 2013,47942.00383,FL
Q4 2012,50707.68201,FL
Q3 2012,63719.17814,FL
Q2 2012,56795.0131,FL
Q1 2012,49874.26273,FL
Q4 2011,49042.35263,FL
Q3 2011,65816.1575,FL
Q2 2011,59111.75784,FL
Q1 2011,47924.30612,FL
Q4 2010,52780.76085,FL
Q3 2010,66705.61267,FL
Q2 2010,57833.63872,FL
Q1 2010,51775.92256,FL
Q4 2009,51086.50954,FL
Q3 2009,63905.1124,FL
Q2 2009,55903.82521,FL
Q1 2009,47056.86126,FL
Q4 2008,48787.66021,FL
Q3 2008,64252.70905,FL
Q2 2008,57390.63957,FL
Q1 2008,49205.80936,FL
Q4 2007,52598.35939,FL
Q3 2007,67733.85942,FL
Q2 2007,56027.32435,FL
Q1 2007,49056.51706,FL
Q4 2006,50886.08903,FL
Q3 2006,66178.71715,FL
Q2 2006,58423.67356,FL
Q1 2006,48263.1413,FL
Q4 2005,50434.61645,FL
Q3 2005,68538.55089,FL
Q2 2005,53756.76142,FL
Q1 2005,47526.48305,FL
Q4 2004,51783.64448,FL
Q3 2004,62686.82322,FL
Q2 2004,56262.61966,FL
Q1 2004,47384.84049,FL
Q4 2003,49077.19,FL
Q3 2003,60832.68,FL
Q2 2003,54488.852,FL
Q1 2003,48211.291,FL
Q4 2002,48837.084,FL
Q3 2002,59473.471,FL
Q2 2002,51455.442,FL
Q1 2002,43586.781,FL
Q4 2001,43118.857,FL
Q3 2001,55298.858,FL
Q2 2001,48714.006,FL
Q1 2001,43813.622,FL
Q4 2019,24372.63025,NEW
Q3 2019,27704.42481,NEW
Q2 2019,22711.75118,NEW
Q1 2019,25583.33593,NEW
Q4 2018,24664.81246,NEW
Q3 2018,30859.74602,NEW
Q2 2018,23921.86605,NEW
Q1 2018,26102.03744,NEW
Q4 2017,25556.51291,NEW
Q3 2017,28943.10776,NEW
Q2 2017,24994.81117,NEW
Q1 2017,25739.78724,NEW
Q4 2016,24729.70034,NEW
Q3 2016,30741.2897,NEW
Q2 2016,26410.00022,NEW
Q1 2016,25843.60369,NEW
Q4 2015,24576.16069,NEW
Q3 2015,31428.20127,NEW
Q2 2015,26375.62727,NEW
Q1 2015,27854.82681,NEW
Q4 2014,25462.28348,NEW
Q3 2014,30782.18198,NEW
Q2 2014,26475.64813,NEW
Q1 2014,28175.7052,NEW
Q4 2013,27637.31467,NEW
Q3 2013,32624.29214,NEW
Q2 2013,27247.19528,NEW
Q1 2013,27927.28268,NEW
Q4 2012,28034.96969,NEW
Q3 2012,34606.41421,NEW
Q2 2012,28371.94295,NEW
Q1 2012,29874.07559,NEW
Q4 2011,28582.53465,NEW
Q3 2011,34789.49491,NEW
Q2 2011,28601.6172,NEW
Q1 2011,31364.51478,NEW
Q4 2010,32202.30163,NEW
Q3 2010,37374.57226,NEW
Q2 2010,29930.63785,NEW
Q1 2010,30220.21599,NEW
Q4 2009,28750.31178,NEW
Q3 2009,32623.41935,NEW
Q2 2009,28090.80862,NEW
Q1 2009,32201.47691,NEW
Q4 2008,31800.02249,NEW
Q3 2008,34740.05169,NEW
Q2 2008,29485.32452,NEW
Q1 2008,31068.94522,NEW
Q4 2007,32537.60426,NEW
Q3 2007,37057.9339,NEW
Q2 2007,30768.20679,NEW
Q1 2007,32162.6034,NEW
Q4 2006,31270.27897,NEW
Q3 2006,37400.52032,NEW
Q2 2006,31684.90429,NEW
Q1 2006,31855.74346,NEW
Q4 2005,32256.00208,NEW
Q3 2005,38296.96415,NEW
Q2 2005,31830.32647,NEW
Q1 2005,33765.93684,NEW
Q4 2004,32104.04754,NEW
Q3 2004,34860.66909,NEW
Q2 2004,31454.08985,NEW
Q1 2004,35099.55432,NEW
Q4 2003,32377.039,NEW
Q3 2003,35834.542,NEW
Q2 2003,29669.772,NEW
Q1 2003,32266.567,NEW
Q4 2002,32313.291,NEW
Q3 2002,33156.97,NEW
Q2 2002,28832.111,NEW
Q1 2002,30037.737,NEW
Q4 2001,29715.476,NEW
Q3 2001,31730.185,NEW
Q2 2001,26971.772,NEW
Q1 2001,28173.594,NEW
Q4 2019,4167.5512,PCN
Q3 2019,4510.23318,PCN
Q2 2019,3835.90734,PCN
Q1 2019,3697.2193,PCN
Q4 2018,4002.60657,PCN
Q3 2018,4108.29099,PCN
Q2 2018,3943.44054,PCN
Q1 2018,3989.79331,PCN
Q4 2017,4054.39937,PCN
Q3 2017,4098.46679,PCN
Q2 2017,4043.38617,PCN
Q1 2017,4114.1813,PCN
Q4 2016,4224.98523,PCN
Q3 2016,4184.77713,PCN
Q2 2016,3812.50953,PCN
Q1 2016,4061.60666,PCN
Q4 2015,4274.70636,PCN
Q3 2015,4231.7911,PCN
Q2 2015,3924.84855,PCN
Q1 2015,3973.09157,PCN
Q4 2014,4170.20734,PCN
Q3 2014,4137.33015,PCN
Q2 2014,3912.93276,PCN
Q1 2014,4026.51763,PCN
Q4 2013,4421.43383,PCN
Q3 2013,4214.21884,PCN
Q2 2013,4012.03951,PCN
Q1 2013,4116.18174,PCN
Q4 2012,4713.49863,PCN
Q3 2012,4170.83158,PCN
Q2 2012,4071.43643,PCN
Q1 2012,4459.92086,PCN
Q4 2011,4571.38404,PCN
Q3 2011,4276.56282,PCN
Q2 2011,4213.43322,PCN
Q1 2011,4532.98562,PCN
Q4 2010,4536.12922,PCN
Q3 2010,4381.57151,PCN
Q2 2010,4285.66954,PCN
Q1 2010,4392.2414,PCN
Q4 2009,4714.98795,PCN
Q3 2009,4405.85492,PCN
Q2 2009,4227.18651,PCN
Q1 2009,4364.6629,PCN
Q4 2008,4639.11814,PCN
Q3 2008,4468.97625,PCN
Q2 2008,4382.77335,PCN
Q1 2008,4660.35169,PCN
Q4 2007,4690.59249,PCN
Q3 2007,4660.42008,PCN
Q2 2007,4452.44092,PCN
Q1 2007,4551.28771,PCN
Q4 2006,4666.15462,PCN
Q3 2006,4733.09225,PCN
Q2 2006,4416.41053,PCN
Q1 2006,4417.71303,PCN
Q4 2005,4642.38954,PCN
Q3 2005,4833.35566,PCN
Q2 2005,4284.88776,PCN
Q1 2005,4338.83095,PCN
Q4 2004,4560.84887,PCN
Q3 2004,4670.05911,PCN
Q2 2004,4276.49662,PCN
Q1 2004,4429.71485,PCN
Q4 2003,4556.271,PCN
Q3 2003,4385.83,PCN
Q2 2003,4132.768,PCN
Q1 2003,4240.233,PCN
Q4 2002,4722.419,PCN
Q3 2002,4682.535,PCN
Q2 2002,4518.534,PCN
Q1 2002,4506.907,PCN
Q4 2001,4424.228,PCN
Q3 2001,4573.461,PCN
Q2 2001,4057.008,PCN
Q1 2001,4322.161,PCN
Q4 2019,15143.51406,MS
Q3 2019,21130.84533,MS
Q2 2019,16061.33708,MS
Q1 2019,14496.61076,MS
Q4 2018,14056.29077,MS
Q3 2018,18409.29707,MS
Q2 2018,15159.67353,MS
Q1 2018,15848.51009,MS
Q4 2017,14075.57833,MS
Q3 2017,16709.57636,MS
Q2 2017,15395.65439,MS
Q1 2017,13546.82748,MS
Q4 2016,11886.78729,MS
Q3 2016,18907.36263,MS
Q2 2016,16467.52504,MS
Q1 2016,15619.62,MS
Q4 2015,14359.03975,MS
Q3 2015,18012.91077,MS
Q2 2015,15754.703,MS
Q1 2015,16631.21008,MS
Q4 2014,13318.08018,MS
Q3 2014,15830.20974,MS
Q2 2014,13538.47383,MS
Q1 2014,12440.32792,MS
Q4 2013,12147.4085,MS
Q3 2013,15092.49572,MS
Q2 2013,13131.32171,MS
Q1 2013,12439.03797,MS
Q4 2012,11885.56856,MS
Q3 2012,16558.7247,MS
Q2 2012,13563.50897,MS
Q1 2012,12576.49276,MS
Q4 2011,11526.57906,MS
Q3 2011,15812.71291,MS
Q2 2011,12877.64384,MS
Q1 2011,11354.00685,MS
Q4 2010,12304.47841,MS
Q3 2010,17223.95339,MS
Q2 2010,12340.66531,MS
Q1 2010,12618.16293,MS
Q4 2009,11276.35675,MS
Q3 2009,14344.88746,MS
Q2 2009,12218.60199,MS
Q1 2009,10861.63791,MS
Q4 2008,9766.5445,MS
Q3 2008,13679.48359,MS
Q2 2008,12540.21727,MS
Q1 2008,12219.46568,MS
Q4 2007,10752.71282,MS
Q3 2007,15653.93209,MS
Q2 2007,12395.12211,MS
Q1 2007,11241.91894,MS
Q4 2006,11198.90715,MS
Q3 2006,15054.6703,MS
Q2 2006,11158.62892,MS
Q1 2006,8816.641,MS
Q4 2005,9101.08194,MS
Q3 2005,14364.12433,MS
Q2 2005,11494.56414,MS
Q1 2005,10107.68288,MS
Q4 2004,9730.63034,MS
Q3 2004,12900.30798,MS
Q2 2004,11477.94882,MS
Q1 2004,9553.72604,MS
Q4 2003,9577.917,MS
Q3 2003,11733.819,MS
Q2 2003,9999.643,MS
Q1 2003,8836.899,MS
Q4 2002,9522.346,MS
Q3 2002,12961.331,MS
Q2 2002,11161.52,MS
Q1 2002,9245.665,MS
Q4 2001,14982.984,MS
Q3 2001,16454.748,MS
Q2 2001,12059.182,MS
Q1 2001,9949.534,MS
Q4 2019,19188.49824,OK
Q3 2019,25552.05761,OK
Q2 2019,19223.21049,OK
Q1 2019,19518.20354,OK
Q4 2018,18677.54934,OK
Q3 2018,24628.72306,OK
Q2 2018,23562.11969,OK
Q1 2018,19355.3285,OK
Q4 2017,17831.27664,OK
Q3 2017,21185.30033,OK
Q2 2017,17929.8146,OK
Q1 2017,16785.26241,OK
Q4 2016,19467.60853,OK
Q3 2016,22932.99859,OK
Q2 2016,18692.08125,OK
Q1 2016,17562.31882,OK
Q4 2015,17977.19217,OK
Q3 2015,21919.59672,OK
Q2 2015,17943.865,OK
Q1 2015,18294.94201,OK
Q4 2014,15641.27691,OK
Q3 2014,19324.77254,OK
Q2 2014,17420.03267,OK
Q1 2014,17769.42219,OK
Q4 2013,17006.87596,OK
Q3 2013,21784.19694,OK
Q2 2013,18566.41894,OK
Q1 2013,16316.18845,OK
Q4 2012,15317.96628,OK
Q3 2012,23622.84367,OK
Q2 2012,21322.25908,OK
Q1 2012,17633.51909,OK
Q4 2011,15268.74038,OK
Q3 2011,23750.35912,OK
Q2 2011,19019.99684,OK
Q1 2011,16566.61729,OK
Q4 2010,14754.25702,OK
Q3 2010,23248.13793,OK
Q2 2010,17615.10398,OK
Q1 2010,16633.2342,OK
Q4 2009,16129.10888,OK
Q3 2009,21684.0068,OK
Q2 2009,19118.47349,OK
Q1 2009,18135.2201,OK
Q4 2008,18095.78054,OK
Q3 2008,22146.38356,OK
Q2 2008,18592.88325,OK
Q1 2008,17493.8611,OK
Q4 2007,15976.11951,OK
Q3 2007,22313.46656,OK
Q2 2007,17709.62935,OK
Q1 2007,16819.87968,OK
Q4 2006,15597.68765,OK
Q3 2006,21276.25136,OK
Q2 2006,18816.59306,OK
Q1 2006,14924.34811,OK
Q4 2005,14810.19497,OK
Q3 2005,22148.75706,OK
Q2 2005,17068.20216,OK
Q1 2005,14580.67298,OK
Q4 2004,13325.65298,OK
Q3 2004,18778.59048,OK
Q2 2004,14614.33273,OK
Q1 2004,14010.98427,OK
Q4 2003,13283.569,OK
Q3 2003,19187.475,OK
Q2 2003,14869.821,OK
Q1 2003,13285.991,OK
Q4 2002,12399.261,OK
Q3 2002,18576.203,OK
Q2 2002,14825.343,OK
Q1 2002,13382.613,OK
Q4 2001,12699.312,OK
Q3 2001,17224.003,OK
Q2 2001,12995.112,OK
Q1 2001,12331.026,OK
Q4 2019,18222.68744,TN
Q3 2019,23678.55191,TN
